artist_id,artist_latitude,artist_location,artist_longitude,artist_name,danceability,duration,energy,key,key_confidence,loudness,mode,mode_confidence,release,song_hotttnesss,song_id,tempo,title,track_id,year
ARHNCQ31187B9915DC,0.0,"Teoc, MS",0.0,Mississippi John Hurt,0.0,271.22893,0.0,5,0.731,-10.913,1,0.62,D.C. Blues: The Library Of Congress Recordings_ Vol. 2,-1.0,SOGOHFY12A8C136F9C,80.864,Waiting For You (I Forgive You Before I Go),TRAFCWJ128F42515AE,0
AR323JD1187FB483D0,0.0,New York,0.0,Solomon,0.0,150.88281,0.0,7,0.126,-30.381,1,0.419,Solomon plays Beethoven,-1.0,SOPOHQT12A8C13AFD3,90.987,Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo,TRAHJTK128F42837BF,0
ARSE5NP1187B9B98AB,0.0,"Chicago, IL",0.0,Twista,0.0,259.36934,0.0,0,0.313,-6.945,1,0.198,The Day After,-1.0,SOEWBVN12A8AE48CB0,114.752,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version),TRAIPZU128F42418F0,2005
ARL6UP41187FB5C604,0.0,NA,0.0,Facto Delafe y las flores azules,0.0,127.79057,0.0,7,0.268,-5.726,1,0.236,Facto Delafe y las flores azules VS El monstruo de las ramblas,0.4719711717935417,SOUNAAM12A8C13A752,194.012,Lametavolante,TRAMWQG128F427BA3C,2005
ARLHO5Z1187FB4C861,0.0,"New York, NY",0.0,Beastie Boys,0.0,248.13669,0.0,2,0.016,-12.173,1,0.364,Paul's Boutique (20th Anniversary Remastered Edition),0.3375930604255825,SOCLHYJ12AB01820D4,100.649,Shadrach (2009 Digital Remaster),TRAOWKB128F9339C18,0
ARE17W51187FB5381B,51.50632,London,-0.12714,Rui Da Silva,0.0,437.28934,0.0,4,0.613,-8.649,0,0.213,On My Mind - Remixes Part 2 (feat. Ben Onono),-1.0,SOGPTDY12AB01890BE,127.993,On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub),TRAPLMY128F935E4E8,0
ARKZXSQ1187B9AC9F3,0.0,NA,0.0,Joy Division,0.0,229.69424,0.0,1,0.749,-6.525,0,0.611,Unknown Pleasures [Collector's Edition],0.3651438041452445,SOWJPNZ12A8C13AE3D,157.103,Transmission - [The Factory_ Manchester Live 11 April 1980],TRAQVUG128F4286DE3,0
ARCII0J1187FB3A1B4,40.71455,"New York City, New York",-74.00712,The Marx Brothers,0.0,102.13832,0.0,0,0.478,-13.742,0,0.503,Horse Feathers / Animal Crackers,0.23932094748709748,SOAMWKG12A8BED74AB,94.547,Main Title/Animal Crackers,TRAQWUU128F4231383,0
ARWPYQI1187FB4D55A,53.45644,"Newton-le-Willows, Merseyside, England",-2.63265,Rick Astley,0.0,211.69587,0.0,1,0.324,-7.75,1,0.434,Big Tunes - Back 2 The 80s,0.8642488305884541,SOCWJDB12A58A776AF,113.359,Never Gonna Give You Up,TRAXLZU12903D05F94,1987
ARL6FF81187FB5A916,0.0,"Las Vegas, NV",0.0,Panic! At The Disco,0.0,210.25914,0.0,7,0.692,-5.72,0,0.58,A Fever You Can't Sweat Out,0.7278894628175675,SOLLXZJ12A6D4F96B0,167.011,I Constantly Thank God For Esteban (Album Version),TRBCENO128F146C85B,2005
AR4B1LP1187FB55C83,0.0,NA,0.0,Juan Diego Flórez / Mariusz Kwiecen / Orquestra de la Comunitat Valenciana / Daniel Oren,0.0,497.89342,0.0,1,0.703,-15.469,1,0.652,Bel Canto Spectacular,-1.0,SOEYCMO12A8C13CDBB,60.856,Venti scudi,TRBCULZ128F426BC12,0
ARIW1BH1187FB4C94A,-37.81753,Melbourne,144.96715,Architecture In Helsinki,0.0,279.90159,0.0,10,0.277,-5.241,0,0.311,Heart It Races Remixes,0.5894388783115044,SODCIIZ12A8C13C0C5,220.181,Heart it Races (Yacht's I Should Coco Mix),TRBCYNZ128F933ABF5,0
ARRVIZY1187FB41246,37.27188,"Sacremento, CA",-119.27023,California Oranges,0.0,216.58077,0.0,2,0.254,-7.192,1,0.569,Little Darla Has A Treat For You v.26,0.21204540548371908,SOBOJIH12AB0183BB3,122.015,I Wont Let You Back In,TRBDSQS128F930371C,0
ARFTMGO1187B9A777A,43.64856,"Toronto, Ontario, Canada",-79.38533,Percy Faith & Felicia Sanders,0.0,198.39955,0.0,7,0.545,-16.686,1,0.627,Hit Parade 1953,-1.0,SONLCEB12A8C144355,83.461,The Song from Moulin Rogue Where Is Your Heart,TRBECVD128F92F9E21,0
ARIFK6X1187B9ADA44,51.16418,Germany,10.45415,Will Ackerman,0.0,384.60036,0.0,1,0.231,-18.891,0,0.406,The Opening Of Doors,0.3347065490692206,SOYLDNP12A8C13C135,92.331,A Movie Of A Placid Lake On A Moonless Night in September,TRBGBWK128F4292BDC,1992
ARUQSEE1187B9983F8,40.75851,"Mansfield, OH",-82.5148,Music Explosion,0.0,155.11465,0.0,1,0.577,-11.459,1,0.686,Little Bit O' Soul - The Best Of,0.4081108835105221,SOZEHVM12AB018051E,124.595,I See The Light (2002 Digital Remaster),TRBGHZA128F9340CE7,0
ARE36MM1187B991E50,31.1689,"Couchman, TX",-100.07715,Blind Lemon Jefferson,0.0,178.38975,0.0,1,0.053,-24.106,1,0.428,The Complete Classic Sides Remastered: Chicago 1926 Disc A,-1.0,SOCSUYP12A58A79438,100.329,Long Lonesome Blues,TRBHUOU128F423625E,1926
ARIWB161187B9AA1D5,0.0,"Forest Hills, Queens, New York City, NY, USA",0.0,Simon & Garfunkel,0.0,194.35057,0.0,7,0.704,-13.047,1,0.55,Old Friends Live On Stage,0.41967427880955327,SOTETIO12A8151CA26,151.5,Citizen Of The Planet,TRABXVE128F4284AFC,2004
ARGMRRK1187FB5BE1F,0.0,NA,0.0,Dean Elliott And His Big Band,0.0,150.33424,0.0,0,0.635,-10.727,0,0.565,Ultra-Lounge / Space-Capades  Volume Three,0.6548006624363821,SOCSFMW12AB01826F2,120.172,Lonesome Road (1995 Digital Remaster),TRACPNW128F92F8C8E,0
ARGAJDQ11F50C4EDDF,0.0,NA,0.0,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,0.0,42.70975,0.0,6,0.156,-30.978,0,0.476,Musica Sacra Nella Napoli del '700,-1.0,SOFYDKI12A8C13F96E,48.942,Miserere: XII. Ne Projicias,TRAHEWU128F4279CAF,0
ARI4RPW1187B9B862D,-9.82491,"Lagoa da Canoa, Alagoas",-36.74328,Hermeto Pascoal,0.0,131.36934,0.0,0,0.0,-9.349,1,0.017,Slaves Mass,0.21508031850922793,SOPIEKE12AB01824E6,179.161,Little Cry For Him (Chorinho Pra Ele) (LP Version),TRAIRVF128F932B0D6,0
ARKZXSQ1187B9AC9F3,0.0,NA,0.0,Joy Division,0.0,241.08363,0.0,5,0.316,-11.524,1,0.073,Still [Collector's Edition],0.46630483075728635,SOMUBQM12A8C13ABC0,133.331,A Means To An End [Live at Birmingham University] [2007 Re-mastered],TRALJBG128F9301EDD,0
ARGIABO1187FB4B3B5,35.32689,"Robbinsville, NC",-83.80489,Ronnie Milsap,0.0,281.52118,0.0,9,0.906,-6.681,1,0.729,Then Sings My Soul: 24 Favorite Hymns & Gospel Songs,0.2914145267483539,SOOQKAN12AB01846F9,83.973,How Great Thou Art,TRAPVPK128F9305F31,0
ARGDENL1250940EE3B,0.0,NA,0.0,Christoper Titus,0.0,119.66649,0.0,6,0.482,-9.322,1,0.418,The 5th Annual End Of The World Tour,0.5205646224430164,SOCCUAU12A6BD56BE7,80.8,The Impala Incident (The Fifth Annual End Of The World Tour),TRAQCIO128EF34C3F7,0
ARHWVGW1187FB41479,0.0,NA,0.0,The Paul Butterfield Blues Band,0.0,246.12526,0.0,2,0.526,-15.693,1,0.626,An Anthology: The Elektra Years,0.6360223862804752,SOZZQBH12A6D4FAFD8,158.12,Thank You Mr. Poobah ( Remastered 97' Version ),TRAQHHW128F14A8FF9,0
ARDMPZU1187B99A472,51.50632,"London, England",-0.12714,Light Of The World,0.0,251.92444,0.0,0,0.565,-12.262,1,0.684,Anthology: Addicted To Funk,-1.0,SOJJZTV12A6D4F6F6C,120.878,"Pete's Crusade (12\" Version) (2006 Digital Remaster)",TRAUDZF128F147217A,0
ARGBG2T1187B9B1670,0.0,NA,0.0,Massive Töne,0.0,310.25587,0.0,8,0.19,-8.096,0,0.211,Überfall,0.30416950343527516,SODPTLB12A8C13E227,92.872,Notify The President Feat. Celestial Souljahz - Shabazz The Disciple & Freestyle,TRAWEWS128F4297249,0
ARXDOUQ11F50C4A239,0.0,NA,0.0,Wednesday 13's Frankenstein Drag Queens From Planet 13,0.0,183.53587,0.0,4,0.596,-3.59,0,0.482,Songs From The Recently Deceased,-1.0,SORKXUS12A8C13E89B,143.913,Plan 9 From Outer Space (Album Version),TRAXEID128F92E0922,0
AR82DJK1187B991107,34.05349,"Los Angeles, CA",-118.24532,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,0.0,334.78485,0.0,1,0.601,-9.636,1,0.395,Labcabincalifornia,0.5786581877569713,SOXTQOC12A6D4F6C56,95.816,The Hustle,TRABJZT128F425C8DC,1995
ARN8NCB1187FB49652,46.20835,"Geneva, Switzerland",6.1427,Lionel Rogg,0.0,137.32526,0.0,0,0.725,-10.997,1,0.846,Bach: Organ Works Vol.2,0.25583271296983257,SONYUSG12AB018AA7C,77.754,Prelude And Fugue In C Major BWV 545 : Prelude,TRADKPT12903C980B3,0
AROSGVP1187B9B011F,53.41961,Ireland,-8.24055,The Clancy Brothers,0.0,164.07465,0.0,1,0.0,-21.511,0,0.262,Ain't It Grand Boys: Unissued Gems Of The Clancy Brothers With Tommy Makem,0.0,SOLGING12AB0182723,92.326,Marie's Wedding,TRADSIB128F93177AB,0
AR107SB1187B9A79F9,0.0,"Bézu, comme Superdupont, ne connait qu&#039;un pays : la France !",0.0,Bézu,0.0,275.3824,0.0,7,0.507,-11.428,1,0.539,Maxi ambiance 50 titres,0.0,SOYDKWF12AB018A6B8,133.64,Le chacha des gorilles,TRAGQMQ12903CC4279,0
ARW2DG51187B9A170F,44.81187,"Belgrade, Yugoslavia",20.46414,Ana Popovic,0.0,322.66404,0.0,7,0.399,-7.737,0,0.264,Still Making History,0.40790171721807383,SORBDNB12AAF3B1B4E,156.948,U Complete Me (Blues Version - Bonus Track),TRAJKIG128F92D9132,2007
AR56P361187B9AC4DB,54.5958,"Belfast, Northern Ireland",-5.93494,Gary Moore,0.0,304.95302,0.0,9,0.762,-20.496,0,0.741,Still Got The Blues/After Hours/Blues Alive,0.5359538016656614,SOSNIRJ12A6D4FA0BD,86.321,Nothing's The Same,TRAJYRB128F1491A59,1992
ARJUNZD1187B9A5DAE,34.07292,"BEVERLY HILLS, California",-118.39981,Herb Alpert And The Tijuana Brass,0.0,126.79791,0.0,2,0.75,-9.144,0,0.613,Lost Treasures: Rare And Unreleased,0.0,SODSKGE12A8C144435,184.279,Flowers On The Wall,TRAMSSA128F92F60D1,0
ARZZRK91187B9A5CA5,18.01571,"Kingston, Jamaica",-76.79731,Delroy Wilson,0.0,191.99955,0.0,7,0.239,-8.045,1,0.492,Blood & Fire: Hit Sounds From The Observer Station 1970-1978,0.0,SOEWTMM12AB018A9FF,147.791,Half Way Up The Stairs,TRAODCQ12903CE4436,0
AR0JURX1187FB3C8FF,41.39447,Brewster New York USA,-73.61689,Illya Kuryaki And The Valderramas,0.0,233.97832,0.0,7,0.526,-10.819,1,0.64,Ninja Mental - Unplugged MTV,0.4623799459732465,SOGQNDO12AB0181930,154.028,Ninja Mental,TRAPZYB128F9309217,1996
ART3O5Z1187B9AB043,32.77815,"Dallas, TX",-96.7954,Stevie Ray Vaughan And Double Trouble,0.0,240.77016,0.0,6,0.703,-10.958,1,0.612,Soul To Soul/ Texas Flood/ Couldn't Stand The Weather,-1.0,SOJRGVK12CF5CFC527,112.719,Cold Shot,TRATLTV128F92FC979,1985
ARXEH1P1187FB378A3,0.0,NA,0.0,The Prefects,0.0,266.57914,0.0,9,0.55,-19.468,1,0.307,Live In 1978 At The Festival Suite_ Birmingham Co-op,-1.0,SOMSGDK12A8C14032F,104.521,Background Music: The Greatest Ever Punk Sing-Along! (Live),TRAURJF128F428B618,0
AR1SYBE1187B992798,51.27156,"Wuppertal, Germany",7.19655,Kira,0.0,193.17506,0.0,4,0.526,-10.134,0,0.527,The Rail Train_ The Meadow_ The Freeway & The Shadows,0.2884816426560289,SOBLYYF12AB018924E,69.167,Song For Stephin Merritt,TRAUWGI12903CCB99A,0
AR20BO61187B9B880E,36.83264,"Portsmouth, VA",-76.29771,Patton Oswalt,0.0,338.05016,0.0,1,0.356,-12.769,1,0.346,Werewolves and Lollipops,0.6180477257967241,SOGQWZF12A8C13DDDD,71.031,You Are Allowed 20 Birthday Parties (Album),TRAVNVI128F4298D23,2007
ARM9D241187FB4DB7D,45.43811,Verona - Italy,10.9915,Marygold,0.0,227.05587,0.0,0,0.001,-3.851,1,0.192,Turned Left But Don't Know If It Was Right,-1.0,SOLYCWK12A6D4FEDC2,96.875,To Leave The Building In Order To See What's Inside,TRAVPKC128F424C826,0
AROOKC21187B9AE85C,-37.81753,"Melbourne, Australia",144.96715,Missy Higgins,0.0,185.57342,0.0,7,0.688,-14.313,1,0.612,Steer & More,0.4507622416414992,SOMMFNR12AB01888BC,38.337,Breakdown [Live with Brett Dennen & Mason Jennings],TRAVUPN128F93408D6,0
ARJUNZD1187B9A5DAE,34.07292,"BEVERLY HILLS, California",-118.39981,Herb Alpert And The Tijuana Brass,0.0,163.94404,0.0,5,0.62,-14.962,1,0.228,South Of The Border,0.46642291217858844,SOABVWD12A58A7C3FF,97.52,Adios_ Mi Corazon,TRAVVSL128F92F607D,1964
ARNBXZH122988F2C16,40.71455,NY - New York City,-74.007118,Ambient Music Therapy,0.0,167.3922,0.0,4,0.0,-17.929,1,0.0,Drones & Tones,0.34092275586437804,SOBNNRV12AB0186ED3,192.242,Voice of Angels Drone for Spiritual Well Being,TRAXPDE12903CD45BE,0
AR93RTI1187B98ECFB,30.38815,"Navasota, TX",-96.0878,Mance Lipscomb,0.0,151.7971,0.0,0,0.092,-21.403,1,0.197,Trouble In Mind,0.24906579485370342,SOLAPIZ12A58A7E3DB,160.979,Ballad Of The Boll Weevil (Remastered Version) (Take 10),TRBAHPQ128F4230D15,0
ARUI8FT1187FB5AB13,0.0,NA,0.0,Mychael Danna & Jeff Danna,0.0,244.55791,0.0,4,0.417,-15.226,0,0.546,A Celtic Tale: The Legend Of Deirdre - Narrated By Fiona Ritchie,0.5424865999791667,SOENRNI12AB0181427,121.186,The Child Deirdre,TRBAOBK128F930558C,0
AR1E4V11187B99F400,34.05349,California - LA,-118.24532,Telecast,0.0,224.96608,0.0,4,0.869,-6.083,1,0.661,The Beauty of Simplicity,0.24167748834887007,SOZQTSL12A6D4FB5F6,96.005,Remember (The Beauty Of Simplicity Album Version),TRBAWSG128F14ADD48,0
ARB06Z71187B99049A,0.0,NA,0.0,Seamus Egan,0.0,275.27791,0.0,2,0.614,-12.686,1,0.748,Traditional Music Of Ireland,-1.0,SOHOLRN12AB0179E6D,91.691,Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig),TRBDPSO128F930C771,0
AR358YS1187FB44A29,37.20897,"Springfield, MO",-93.29156,The Jordanaires & Orion,0.0,86.09914,0.0,4,0.559,-15.002,1,0.318,Christmas To Elvis from The Jordanaires,0.19612670888107028,SOUIITE12A6D4FC4EA,203.792,Up on the House Top,TRBGXYD12903CBA5D0,0
ARC8CQZ1187B98DECA,0.0,"Galveston, TX",0.0,Jack Johnson,0.0,157.07383,0.0,9,0.649,-9.514,1,0.655,Music For Relief Download To Donate For Haiti,0.5101927314839804,SONBEKD12AB01894DC,141.257,Times Like These [Live From Red Rocks],TRBHHUF12903CAA46B,0
ARKETDZ1187B9B2566,50.82607,"Sch�erg, Germany",7.28021,Marlene Dietrich,0.0,167.02649,0.0,0,0.071,-12.442,1,0.558,Lazy Afternoon En Anglais,0.2998774882739778,SOCINAM12A8C13D160,81.674,A Guy What Takes His Time En Anglais,TRBHWIB128F932E5C1,0
ARA7WV51187FB532B0,44.48721,"Lancaster, NH",-71.56889,GG Allin,0.0,121.70404,0.0,8,0.741,-12.298,1,0.594,Suicide Sessions / Anti-Social Personality Disorder: Live,0.38293509007501925,SODUNOD12A58A79381,74.82,I Live to Be Hated,TRACBEI128F42558D3,0
ARK8EHO1187B9B71D1,57.15382,"Aberdeen, Scotland",-2.10679,Shamen,0.0,443.03628,0.0,7,0.717,-6.519,1,0.662,Hystericool: The Best of the Alternate Mixes,0.0,SOHWCYA12AB01806FA,86.561,Destination Eschaton (Hardfloor Vocal Mix),TRADDCY128F931C4E6,2002
ARN8NCB1187FB49652,46.20835,"Geneva, Switzerland",6.1427,Lionel Rogg,0.0,499.51302,0.0,2,0.639,-15.872,0,0.721,Bach: Favorite Organ Works,0.21204540548371908,SOTBVZW12A8C1360F0,92.924,Toccata Et Fugue En Ré Mineur BWV 565,TRADRWF128F425F7BE,0
ARWLV931187B9B0F5A,30.33138,"Jacksonville, FL",-81.6558,Evergreen Terrace,0.0,159.4771,0.0,7,0.585,-4.732,1,0.639,Losing All Hope Is Freedom,0.5109620440021506,SODYDMB12AC46896F8,112.421,Look Up At The Stars And You're Gone,TRAGWMO12903CFD994,2001
ARIFOQ6119B866970E,0.0,NA,0.0,The Fontane Sisters,0.0,127.68608,0.0,6,0.386,-8.688,1,0.489,Rock 'n' Roll Heaven - The Ultimate Collection - 125 Original Recordings,0.0,SOOVGLE12AB0189FE6,85.261,Seventeen (Digitally Remastered),TRAJKWD12903CE38E5,0
ARGJ0911187FB4613F,40.71455,"New York, NY",-74.00712,Maria Muldaur,0.0,181.73342,0.0,11,0.015,-10.034,1,0.22,Waitress In A Donut Shop,0.2570113013537891,SOEIYJP12A8C143639,137.272,It Ain't The Meat It's The Motion (LP Version),TRAKCJK128F92FE943,0
ARRFTTO1241B9C8C96,0.0,NA,0.0,Artie Fishel & The Promised Band,0.0,145.76281,0.0,10,0.006,-7.008,1,0.233,Gilad Atzmon presents: Artie Fishel & The Promised Band,0.0,SOEGFSO12AB01846B9,155.329,Watermelon Man (What A Mellow Goy),TRAKMBD128F932A309,0
ARRHLSD11F4C845076,39.73926,Illinois,-89.50409,Freddie Roulette,0.0,232.85506,0.0,2,0.632,-12.004,1,0.406,Back In Chicago: Jammin' with Willie Kent and the Gents,-1.0,SOKQAEZ12A8C133D8F,103.064,Everybody Wants To Go To Heaven,TRALMDI128F4242517,0
ARHJJ771187FB5B581,51.59678,"Harrow, Middlesex, England",-0.33556,Screaming Lord Sutch,0.0,231.44444,0.0,9,0.454,-8.02,0,0.624,Rock'n'Roll is still alive ( Live in Hamburg ),0.0,SOOTWLE12AB018E20A,130.76,Son of Jack the Ripper,TRALQWF12903CDE0ED,0
ARNMWP51187FB3E963,41.88415,"Chicago, IL",-87.63241,Curtis Mayfield,0.0,188.21179,0.0,4,0.903,-6.724,1,0.631,Superfly:  Deluxe 25th Anniversary Edition,0.541551997892655,SOWWHEW12A81C21D9D,119.811,Superfly (Single Mix Version),TRALZPL128F423BE6B,0
AR93D4D1187FB3ACAD,35.472,"Oklahoma City, OK",-97.52033,J.J. Cale & Eric Clapton,0.0,211.17342,0.0,5,0.27,-14.259,1,0.319,The Road To Escondido,0.43675176268158095,SOJKFQE12A58A7CA77,113.151,Sporting Life Blues (Album Version),TRAMGAZ128F148D4C3,0
AR6FCPE1187B992B06,0.0,NA,0.0,Jawoll,0.0,235.31057,0.0,9,0.627,-8.025,0,0.55,Hier ist Berlin! - Dieter Thomas Heck präs.: Die NDW Hits,-1.0,SOLTIOJ12AB01805AE,151.211,Rendezvous - Ich hab' Dich seit langem nicht gesehen,TRAPPUJ128F931B3D1,1990
ARMM7T01187B9B31E0,37.27188,California,-119.27023,Frank Caliendo,0.0,433.47546,0.0,2,0.318,-13.149,0,0.414,All Over The Place,0.3231121208952123,SOILALF12A8C146C98,124.086,Now I'm All Over The Place_ Scoob (Album Version),TRAQCVQ128F92D2B3D,2008
ARNUFGE1187B9B7881,40.85715,"New York, NY [The Bronx]",-73.85678,THE CHIFFONS,0.0,143.882,0.0,8,0.526,-9.206,1,0.654,Sweet Talkin' Girls: The Best Of The Chiffons,0.3775316449767025,SOFUIBH12A6D4F9C25,88.675,The Heavenly Place,TRASZVC128F1485291,0
AR4YKRO1187B9B7829,30.06677,"Middleburg, Florida",-81.86674,The Red Jumpsuit Apparatus,0.0,208.79628,0.0,0,0.529,-2.983,0,0.662,Don't You Fake It,0.6040881780778032,SOQMROZ12AF729B758,199.004,In Fate's Hands (Album Version),TRAUGQI128F4295BD1,2006
AR1E4V11187B99F400,34.05349,California - LA,-118.24532,Telecast,0.0,197.98159,0.0,4,0.302,-14.258,1,0.494,The Beauty of Simplicity,0.2749070095255535,SOFCFGG12A6D4FB5F8,84.951,Covered (The Beauty Of Simplicity Album Version),TRAUTSN128F14ADD4A,0
AR58SJE1187B9A8E4C,31.55379,"Monticello, MS",-90.10785,J.B.Lenoir,0.0,167.23546,0.0,8,0.802,-15.622,1,0.566,I Feel So Good_ The 1951-54 J.O.B.Sessions,0.4051157216913865,SOKETSC12AB017B56C,157.532,(I Wanna) Play A Little While,TRAVTTD12903C924AD,0
ARKQQZA12086C116FC,38.8991,Washington DC,-77.029,B.o.B,0.0,269.63546,0.0,10,0.403,-5.388,1,0.411,B.o.B Presents: The Adventures of Bobby Ray,1.0,SOULTKQ12AB018A183,104.038,Nothin' On You [feat. Bruno Mars] (Album Version),TRAWBHE12903CBC4CB,2010
ARS7E2E1187FB361BC,31.1689,Texas,-100.07715,Mayday,0.0,144.40444,0.0,4,0.437,-7.759,0,0.368,Bushido Karaoke,0.34580223396532944,SOUSOTU12A8C13A8E4,148.661,Dave D. Blues (how To Make It Sting Like A Career) (Album Version),TRAXEAE128F42930AA,2005
ARFZSPU1187B9B5BA9,0.0,NA,0.0,John Frizzell,0.0,75.93751,0.0,1,0.436,-17.346,1,0.482,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,0.1929776017646981,SOZFAKK12A6D4F6927,147.692,Anatomy of a Contest,TRBAFFS128EF357C1D,0
ARN2M4711C8A423BD6,0.0,"Mascouche, Qc",0.0,David Jalbert,0.0,554.9971,0.0,10,0.235,-21.166,1,0.202,Corigliano & Rzewski: Ballads & Fantasies,-1.0,SONALZR12AC4688B15,151.715,North American Ballads: No. 2 - Which Side Are You On?,TRBASJQ12903CFC0DA,0
ARBB58Y1187B9B621B,0.0,NA,0.0,Bill & Gloria Gaither,0.0,194.82077,0.0,1,0.365,-12.098,1,0.4,Southern Convention Songs,0.29607822800326455,SOMDWZC12A8C13A065,42.797,I'll Meet You By The River (Southern Convention Songs Version),TRBBPYO128F426DF2A,0
ARL3VGT1187FB40E8E,-34.60852,Buenos Aires.,-58.37354,Los Fabulosos Cadillacs,0.0,219.68934,0.0,0,0.57,-10.768,1,0.681,El Satanico Dr.Cadillac,0.4072330149011048,SOGOUPN12AB0186262,161.176,Todas Las Cosas Que Ella Me Dió,TRBDMRW128F933A391,0
AR4YY6D1187B9AEC44,0.0,Great Britain / UK,0.0,Spooky Tooth / Mike Harrison,0.0,384.7571,0.0,2,0.407,-9.947,1,0.446,That Was Only Yesterday - An Introduction To,0.8071744344165732,SOOHPYN12A67020C87,134.804,I Am The Walrus,TRBDSQE128E079325F,1970
AR9AN471187B99E0DA,33.74831,Atlanta Georgia USA,-84.39111,Scott Wesley Brown,0.0,295.60118,0.0,2,0.783,-9.435,1,0.704,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,-1.0,SOXNMDZ12A6D4FA20D,137.288,All Rise,TRAAOTT128F14AE002,0
AR6PJ8R1187FB5AD70,0.0,"Barranquilla, Colombia",0.0,Shakira,0.0,148.1922,0.0,4,0.97,-19.976,1,0.935,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),0.7011242862199815,SOSMXVH12A58A7CA6C,115.066,Pienso En Ti,TRABQZK128F92F54F4,1995
AR1ZYLH1187B98C159,0.0,"East Orange, NJ",0.0,Naughty By Nature;Naughty By Nature featuring Zhane,0.0,213.91628,0.0,0,0.7,-8.983,1,0.603,Nineteen Naughty Nine Nature's Fury,0.5537788460632537,SONZEZK12A8C13A421,91.981,Jamboree,TRACDWG128F428B068,0
AR0NQD81187FB3AD13,32.74863,"Fort Worth, TX",-97.32925,Gary Morris,0.0,228.5971,0.0,7,0.752,-12.584,1,0.723,Greatest Hits Vol. II,-1.0,SOUGZYV12A8C143A6F,81.809,You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version),TRACOGY128F92FE95C,0
AR03BDP1187FB5B324,34.05349,"Kentwood, LA; Los Angeles, CA",-118.24532,Britney Spears feat. Pharrell Williams,0.0,225.48853,0.0,6,0.835,-4.947,0,0.77,Touch My Soul_ Vol. 23,0.563246899280654,SOLQLGL12A8C138380,106.919,Boys,TRAEBXS128F429933A,2001
ARIUQZL1187FB4303B,0.0,NA,0.0,Erkki Junkkarinen,0.0,165.53751,0.0,5,0.778,-11.126,1,0.596,20 Suosikkia / Tulisuudelma,-1.0,SOZOGUO12A8C13BD9E,101.272,Rakkautta Kööpenhaminassa - Förälskad i Köpenhamn -,TRAFGTJ128F42802B8,0
ARVUN5F1187FB4CCC7,0.0,"Kingston, Jamaica",0.0,Beenie Man Featuring Janet Jackson,0.0,215.90159,0.0,1,0.0,-4.475,1,0.0,Feel It Boy,-1.0,SOBGXEU12A8AE45903,102.828,Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),TRAJHCO128F42570C1,2002
ARPKATM1187B9B76E6,41.30711,"New Haven, CT",-72.92496,Hatebreed (int License),0.0,164.20526,0.0,5,0.533,-3.856,0,0.562,The Rise of Brutality,0.6459428371297138,SOYWICF12A8C13BDD7,134.804,Beholder of Justice (Album Version),TRAKREH128F42750C6,2003
AR2AGLK1187B9AAAD0,34.05349,"Los Angeles, CA",-118.24532,Year Long Disaster,0.0,228.15302,0.0,0,0.122,-4.671,1,0.12,Show Me Your Teeth (Radio Edit),0.2565745157294869,SOZFYIJ12AB018DB5F,113.978,Show Me Your Teeth (Radio Edit),TRAMAHA12903CBF34E,0
ARRIIUT12131B4B784,0.0,"Memphis, TN",0.0,8Ball & MJG,0.0,236.93016,0.0,1,0.382,-5.674,1,0.352,Ridin' High,0.0,SOKVJQB12A6D4FD0CE,170.046,Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version),TRANGLC128F14B1025,2007
AR7QAHN1187FB35F8B,26.12367,"FORT LAUDERDALE, Flevoland",-80.14356,Groucho Marx,0.0,321.20118,0.0,4,0.593,-9.332,1,0.515,Best Of The Radio Shows,-1.0,SOKHNPX12A8C14512E,131.128,Show Fifteen with Bernard Sampson & Robert Sewell,TRAQKAH128F92D62A7,0
ARUG6DV1187B992475,33.45081,"Indianola, MS",-90.645,Willie Clayton,0.0,260.51873,0.0,10,0.675,-10.646,1,0.563,Willie Clayton's Greatest Hits - Midnight Doctor,0.26355950970100545,SOJIRAY12A8C141F8B,105.863,Walk Away From Love,TRARNAJ128F92CD7F9,0
ARCLJQZ11E2835CE37,37.80506,"Oakland, CA",-122.27302,Alvin Youngblood Hart,0.0,208.84853,0.0,3,0.0,-9.186,1,0.094,Screamin' and Hollerin' The Blues,0.3347065490692206,SOSNDGZ12AB017D82F,111.523,Screamin' & Hollerin' The Blues,TRARNZV128F930CDFB,0
